gene	seqnames	start	end	strand	name	locus	locus_alt	synonyms	product
SGL_RS05010	chromosome	673889	675340	+	cydA	slr1379	SGL_RS05010	RS05010	cytochrome d quinol oxidase subunit I
SGL_RS05015	chromosome	675344	676354	+	cydB	slr1380	SGL_RS05015	RS05015	cytochrome d quinol oxidase subunit II
SGL_RS05020	chromosome	676351	676986	-	trmB	sll1300	SGL_RS05020	RS05020	tRNA (guanosine(46)-N7)-methyltransferase TrmB
SGL_RS05025	chromosome	677045	678286	-	ackA	sll1299	SGL_RS05025	RS05025	acetate/propionate kinase
SGL_RS05030	chromosome	678283	679023	-	sll1298	sll1298	SGL_RS05030	RS05030	dienelactone hydrolase family protein
SGL_RS05035	chromosome	679295	679510	+	ssr2315	ssr2315	SGL_RS05035	RS05035	hypothetical protein
G2PN3-388	chromosome	679343	679564	-	ssl2653	ssl2653	NA	NA	unknown protein
SGL_RS05040	chromosome	679690	680178	+	slr1383	slr1383	SGL_RS05040	RS05040	type II toxin-antitoxin system VapC family toxin
SLR1383-AS	chromosome	679918	680043	-	slr1383-as	slr1383-as	NA	NA	SLR1383-AS-RNA
SGL_RS05050	chromosome	680397	681572	+	slr1384	slr1384	SGL_RS05050	RS05050	lipid-A-disaccharide synthase-related protein
SGL_RS05055	chromosome	681707	682675	+	slr1385	slr1385	SGL_RS05055	RS05055	GAF domain-containing protein
SGL_RS05060	chromosome	682854	683117	+	ssr2318	ssr2318	SGL_RS05060	RS05060	hypothetical protein
SSR2318-AS	chromosome	682929	683042	-	ssr2318-as	ssr2318-as	NA	NA	SSR2318-AS-RNA
SGL_RS05065	chromosome	683140	684153	-	sll1297	sll1297	SGL_RS05065	RS05065	aromatic ring-hydroxylating dioxygenase subunit alpha
SGL_RS05070	chromosome	684143	684439	-	fed6	ssl2559	SGL_RS05070	RS05070 // fx6 // fdx6	ferredoxin 6
SGL_RS05075	chromosome	684560	687334	-	cheA	sll1296	SGL_RS05075	RS05075 // hik39	CheA-like hybrid sensor histidine kinase/response regulator
SLL1296-AS	chromosome	685013	685119	+	sll1296-as	sll1296-as	NA	NA	SLL1296-AS-RNA
SGL_RS05080	chromosome	687391	690252	-	sll1294	sll1294	SGL_RS05080	RS05080	methyl-accepting chemotaxis protein
SLL1294-AS	chromosome	690270	690292	+	sll1294-as	sll1294-as	NA	NA	SLL1294-AS-RNA
SLL1293-AS	chromosome	690345	690400	+	sll1293-as	sll1293-as	NA	NA	SLL1293-AS-RNA
SGL_RS05085	chromosome	690399	690866	-	sll1293	sll1293	SGL_RS05085	RS05085	CheW-like protein
SGL_RS05090	chromosome	690899	691264	-	sll1292	sll1292	SGL_RS05090	RS05090	CheY-like response regulator
SGL_RS05095	chromosome	691371	692492	-	rre12	sll1291	SGL_RS05095	RS05095	PatA-like response regulator
NCL0250	chromosome	692771	692815	-	ncl0250	ncl0250	NA	NA	NCL0250-RNA
SGL_RS05100	chromosome	693211	695211	-	sll1290	sll1290	SGL_RS05100	RS05100	ribonuclease R
SGL_RS05105	chromosome	695290	695874	-	sll1289	sll1289	SGL_RS05105	RS05105	thioredoxin family protein
SLL1289-AS	chromosome	695567	695865	+	sll1289-as	sll1289-as	NA	NA	SLL1289-AS-RNA
SLL1289-AS2	chromosome	695637	695865	+	sll1289-as2	sll1289-as2	NA	NA	SLL1289-AS2-RNA
SGL_RS05110	chromosome	695975	697972	+	ftsH1	slr1390	SGL_RS05110	RS05110	ATP-dependent zinc metalloprotease FtsH1
SGL_RS05115	chromosome	697988	698458	+	slr1391	slr1391	SGL_RS05115	RS05115	hypothetical protein
SSR2333-AS	chromosome	698719	698763	-	ssr2333-as	ssr2333-as	NA	NA	SSR2333-AS-RNA
SGL_RS05120	chromosome	698723	698962	+	ssr2333	ssr2333	SGL_RS05120	RS05120	ferrous iron transport protein A
SGL_RS05125	chromosome	698970	700814	+	feoB	slr1392	SGL_RS05125	RS05125	iron(II) transport protein FeoB
NCL0260	chromosome	700946	701128	-	ncl0260	ncl0260	NA	NA	NCL0260-RNA
SGL_RS05130	chromosome	701138	701350	-	hliA	ssl2542	SGL_RS05130	RS05130 // scpC	high light-inducible protein HliA
SGL_RS05135	chromosome	701415	704267	+	hik1	slr1393	SGL_RS05135	RS05135	cyanobacteriochrome
SLR1393-AS2	chromosome	702217	702290	-	slr1393-as2	slr1393-as2	NA	NA	SLR1393-AS2-RNA
SLR1393-AS3	chromosome	703612	703723	-	slr1393-as3	slr1393-as3	NA	NA	SLR1393-AS3-RNA
SLR1393-AS	chromosome	704157	704177	-	slr1393-as	slr1393-as	NA	NA	SLR1393-AS-RNA
SGL_RS05140	chromosome	704390	704845	+	slr1394	slr1394	SGL_RS05140	RS05140	divergent PAP2 family protein
SGL_RS05145	chromosome	704870	705064	+	ssr2340	ssr2340	SGL_RS05145	RS05145	hypothetical protein
SGL_RS05150	chromosome	705307	706017	-	sll1286	sll1286	SGL_RS05150	RS05150	TetR/AcrR family transcriptional regulator
SGL_RS05155	chromosome	706055	707131	+	slr1395	slr1395	SGL_RS05155	RS05155	hypothetical protein
SGL_RS05160	chromosome	707437	708054	+	slr1396	slr1396	SGL_RS05160	RS05160	hypothetical protein
SLR1397-AS	chromosome	708011	708147	-	slr1397-as	slr1397-as	NA	NA	SLR1397-AS-RNA
SLR1397-AS2	chromosome	708043	708144	-	slr1397-as2	slr1397-as2	NA	NA	SLR1397-AS2-RNA
SGL_RS05165	chromosome	708189	708812	+	slr1397	slr1397	SGL_RS05165	RS05165	hypothetical protein
SGL_RS05170	chromosome	709090	709797	+	slr1398	slr1398	SGL_RS05170	RS05170	hypothetical protein
SGL_RS05175	chromosome	710036	710977	-	cofG	sll1285	SGL_RS05175	RS05175	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit CofG
SGL_RS05180	chromosome	710981	711595	-	sll1284	sll1284	SGL_RS05180	RS05180	alpha/beta hydrolase
SGL_RS05185	chromosome	711608	712768	-	sll1283	sll1283	SGL_RS05185	RS05185	SpoIID/LytB domain-containing protein
SLL1283-AS	chromosome	711626	711714	+	spoIID	sll1283-as	NA	NA	spoIID
SGL_RS05190	chromosome	712931	713779	+	slr1699	slr1699	SGL_RS05190	RS05190	DUF1350 family protein
SGL_RS05195	chromosome	713774	714178	-	fed10	sll1584	SGL_RS05195	RS05195 // fx10 // fdx10	ferredoxin 10
SLL1584-AS	chromosome	714223	714260	+	sll1584-as	sll1584-as	NA	NA	SLL1584-AS-RNA
SGL_RS05200	chromosome	714465	716153	-	sll1583	sll1583	SGL_RS05200	RS05200	DNA ligase
SGL_RS05205	chromosome	716309	719665	-	sll1582	sll1582	SGL_RS05205	RS05205	DEAD/DEAH box helicase
SGL_RS05210	chromosome	719733	721238	-	xssT	sll1581	SGL_RS05210	RS05210	synechan exporter
SGL_RS05215	chromosome	721429	721692	+	ssr2843	ssr2843	SGL_RS05215	RS05215	TIGR02450 family Trp-rich protein
SGL_RS05220	chromosome	721724	722479	+	slr1702	slr1702	SGL_RS05220	RS05220	DUF1995 family protein
SGL_RS05225	chromosome	722570	723862	+	serS	slr1703	SGL_RS05225	RS05225	serine--tRNA ligase
SLR1703-AS	chromosome	723059	723174	-	slr1703-as	slr1703-as	NA	NA	SLR1703-AS-RNA
NCL0270	chromosome	723897	723972	-	ncl0270	ncl0270	NA	NA	NCL0270-RNA
SGL_RS05230	chromosome	724094	724345	-	cpcD	ssl3093	SGL_RS05230	RS05230	phycobilisome small rod linker polypeptide CpcD
SGL_RS05235	chromosome	724492	725367	-	cpcC1	sll1580	SGL_RS05235	RS05235	phycobilisome linker polypeptide CpcC1
SGL_RS05240	chromosome	725413	726234	-	cpcC2	sll1579	SGL_RS05240	RS05240	phycobilisome rod linker polypeptide CpcC2
SGL_RS05245	chromosome	726349	726837	-	cpcA	sll1578	SGL_RS05245	RS05245	phycocyanin &alpha; subunit
SGL_RS05250	chromosome	726948	727466	-	cpcB	sll1577	SGL_RS05250	RS05250	phycocyanin &beta; subunit
NCR0290	chromosome	727539	727667	+	ncr0290	ncr0290	NA	NA	NCR0290-RNA
NCR0300	chromosome	727885	728154	+	SyR3	ncr0300	NA	NA	SyR3
NCL0280	chromosome	727929	728041	-	SyR4	ncl0280	NA	NA	SyR4
SSR2848-AS2	chromosome	728217	728291	-	ssr2848-as2	ssr2848-as2	NA	NA	SSR2848-AS2-RNA
SGL_RS05255	chromosome	728271	728489	+	ssr2848	ssr2848	SGL_RS05255	RS05255	hypothetical protein
SSR2848-AS	chromosome	728383	728551	-	ssr2848-as	ssr2848-as	NA	NA	SSR2848-AS-RNA
SGL_RS05260	chromosome	728660	729484	+	slr1704	slr1704	SGL_RS05260	RS05260	hypothetical protein
SLR1704-AS	chromosome	729216	729448	-	slr1704-as	slr1704-as	NA	NA	SLR1704-AS-RNA
SGL_RS05265	chromosome	729671	729871	+	SGL_RS05265	SGL_RS05265	NA	RS05265	hypothetical protein
NCR0310	chromosome	729896	729974	+	ncr0310	ncr0310	NA	NA	NCR0310-RNA
SGL_RS05270	chromosome	730108	731674	-	spkA	sll1574	SGL_RS05270	RS05270 // sll1575	serine/threonine-protein kinase SpkA (inactive)
SLL1575-AS	chromosome	730957	731012	+	sll1575-as	sll1575-as	NA	NA	SLL1575-AS-RNA
SGL_RS05280	chromosome	731748	732191	-	sll1573	sll1573	SGL_RS05280	RS05280	hypothetical protein
SLR1705-AS2	chromosome	732271	732371	-	slr1705-as2	slr1705-as2	NA	NA	SLR1705-AS2-RNA
SGL_RS05285	chromosome	732418	733284	+	slr1705	slr1705	SGL_RS05285	RS05285	aspartoacylase
SLR1705-AS	chromosome	732636	732755	-	slr1705-as	slr1705-as	NA	NA	SLR1705-AS-RNA
SLR1705-AS3	chromosome	733258	733296	-	slr1705-as3	slr1705-as3	NA	NA	SLR1705-AS3-RNA
SGL_RS05290	chromosome	733401	734432	+	slr1706	slr1706	SGL_RS05290	RS05290	NAD-dependent epimerase/dehydratase family protein
NCL0290	chromosome	734465	734506	-	ncl0290	ncl0290	NA	NA	NCL0290-RNA
SSR2857-AS2	chromosome	734559	734641	-	ssr2857-as2	ssr2857-as2	NA	NA	SSR2857-AS2-RNA
SGL_RS05295	chromosome	734665	734859	+	atx1	ssr2857	SGL_RS05295	RS05295	copper chaperone Atx1
SSR2857-AS	chromosome	734731	734853	-	ssr2857-as	ssr2857-as	NA	NA	SSR2857-AS-RNA
SGL_RS05300	chromosome	734985	736220	+	slr1708	slr1708	SGL_RS05300	RS05300	M23 family metallopeptidase
NCR0320	chromosome	736245	736303	+	ncr0320	ncr0320	NA	NA	NCR0320-RNA
NCL0300	chromosome	736257	736311	-	ncl0300	ncl0300	NA	NA	NCL0300-RNA
SLL1572-AS	chromosome	736420	736665	+	sll1572-as	sll1572-as	NA	NA	SLL1572-AS-RNA
SLL1572-AS2	chromosome	737508	737541	+	sll1572-as2	sll1572-as2	NA	NA	SLL1572-AS2-RNA
SLL1572-AS3	chromosome	737597	737693	+	sll1572-as3	sll1572-as3	NA	NA	SLL1572-AS3-RNA
SGL_RS05310	chromosome	737867	738808	-	sll1571	sll1571	SGL_RS05310	RS05310	hypothetical protein
SLL1571-AS3	chromosome	738361	738474	+	sll1571-as3	sll1571-as3	NA	NA	SLL1571-AS3-RNA
SLL1571-AS2	chromosome	738372	738466	+	sll1571-as2	sll1571-as2	NA	NA	SLL1571-AS2-RNA
SLL1571-AS	chromosome	738423	738462	+	sll1571-as	sll1571-as	NA	NA	SLL1571-AS-RNA
SGL_RS05315	chromosome	738909	739613	-	sll1570	sll1570	SGL_RS05315	RS05315	hypothetical protein
SLL1570-AS	chromosome	739425	739586	+	sll1570-as	sll1570-as	NA	NA	SLL1570-AS-RNA
SGL_RS05320	chromosome	739682	741931	+	pbp2	slr1710	SGL_RS05320	RS05320	penicillin-binding protein 2
SGL_RS05325	chromosome	742080	742688	-	sll1568	sll1568	SGL_RS05325	RS05325	PAP/fibrillin family protein
SGL_RS05330	chromosome	742780	744732	-	sll1927	sll1927	SGL_RS05330	RS05330	ABC transporter ATP-binding protein
SGL_RS05335	chromosome	744810	745064	-	sll1926	sll1926	SGL_RS05335	RS05335	hypothetical protein
SGL_RS05340	chromosome	745339	746124	+	slr2005	slr2005	SGL_RS05340	RS05340	MBL fold metallo-hydrolase
SGL_RS05345	chromosome	746303	747019	-	sll1925	sll1925	SGL_RS05345	RS05345	DUF2301 domain-containing membrane protein
SLR2006-AS	chromosome	747167	747292	-	slr2006-as	slr2006-as	NA	NA	SLR2006-AS-RNA
SGL_RS05350	chromosome	747234	747578	+	slr2006	slr2006	SGL_RS05350	RS05350	uncharacterized protein
SGL_RS05355	chromosome	747575	749038	+	ndhD5	slr2007	SGL_RS05355	RS05355	ferredoxin-plastoquinone oxidoreductase subunit D5
SLR2007-AS	chromosome	748905	748996	-	slr2007-as	slr2007-as	NA	NA	SLR2007-AS-RNA
SGL_RS05360	chromosome	749150	749500	+	slr2008	slr2008	SGL_RS05360	RS05360	cation:proton antiporter subunit C
SGL_RS05365	chromosome	749550	751037	+	ndhD6	slr2009	SGL_RS05365	RS05365	ferredoxin-plastoquinone oxidoreductase subunit D6
SLR2009-AS	chromosome	749817	749927	-	slr2009-as	slr2009-as	NA	NA	SLR2009-AS-RNA
SGL_RS05370	chromosome	751034	751426	+	slr2010	slr2010	SGL_RS05370	RS05370	Na+/H+ antiporter subunit E
SGL_RS05375	chromosome	751381	751674	+	ssr3409	ssr3409	SGL_RS05375	RS05375	hypothetical protein
SGL_RS05380	chromosome	751671	751967	+	ssr3410	ssr3410	SGL_RS05380	RS05380	monovalent cation/H(+) antiporter
SGL_RS05385	chromosome	751960	752535	+	slr2011	slr2011	SGL_RS05385	RS05385	DUF4040 domain-containing protein
SGL_RS05390	chromosome	752532	753179	+	slr2012	slr2012	SGL_RS05390	RS05390	Na(+)/H(+) antiporter subunit B
SGL_RS05395	chromosome	753427	754734	+	slr2013	slr2013	SGL_RS05395	RS05395	DUF58 domain-containing protein
SGL_RS05400	chromosome	754877	755497	-	sycrp2	sll1924	SGL_RS05400	RS05400	cAMP receptor protein-like transcription factor SYCRP2 monomer
SGL_RS05405	chromosome	756053	757195	+	pilA9	slr2015	SGL_RS05405	RS05405	pilin-like protein PilA9
SGL_RS05410	chromosome	757244	757720	+	pilA10	slr2016	SGL_RS05410	RS05410	pilin-like protein PilA10
SGL_RS05415	chromosome	757671	758753	+	pilA11	slr2017	SGL_RS05415	RS05415	pilin-like protein PilA11
G2PN3-412	chromosome	758348	758558	-	pilR	NA	NA	NA	PilR
SLR2017-AS	chromosome	758524	758556	-	slr2017-as	slr2017-as	NA	NA	SLR2017-AS-RNA
SGL_RS05420	chromosome	758910	761228	+	pilA12	slr2018	SGL_RS05420	RS05420	pilin-like protein PilA12
SLR2018-AS	chromosome	760995	761124	-	slr2018-as	slr2018-as	NA	NA	SLR2018-AS-RNA
SGL_RS05425	chromosome	761482	763263	+	slr2019	slr2019	SGL_RS05425	RS05425	ABC transporter ATP-binding protein
SGL_RS05430	chromosome	763317	764072	-	sll1921	sll1921	SGL_RS05430	RS05430	hypothetical protein
NCL0310	chromosome	764097	764234	-	ncl0310	ncl0310	NA	NA	NCL0310-RNA
SGL_RS05435	chromosome	764301	766538	-	pacS	sll1920	SGL_RS05435	RS05435	copper-transporting P-type ATPase PacS
SLL1920-AS	chromosome	764555	764585	+	sll1920-as	sll1920-as	NA	NA	SLL1920-AS-RNA
SGL_RS05440	chromosome	766727	767608	+	fabD	slr2023	SGL_RS05440	RS05440	[acyl-carrier-protein] <em>S</em>-malonyltransferase
SGL_RS05445	chromosome	767890	768432	+	slr2024	slr2024	SGL_RS05445	RS05445	response regulator
SGL_RS05450	chromosome	768499	768960	+	slr2025	slr2025	SGL_RS05450	RS05450	YbjN domain-containing protein
SGL_RS05455	chromosome	769053	770291	-	hemN2	sll1917	SGL_RS05455	RS05455	radical SAM family heme chaperone HemW
SLL1917-AS	chromosome	770055	770111	+	hemN	sll1917-as	NA	NA	hemN
SGL_RS05460	chromosome	770288	770890	-	nadD	sll1916	SGL_RS05460	RS05460	nicotinate-nucleotide adenylyltransferase
SGL_RS05465	chromosome	770930	771481	-	sll1915	sll1915	SGL_RS05465	RS05465	hypothetical protein
SGL_RS05470	chromosome	771651	772520	+	folP	slr2026	SGL_RS05470	RS05470	dihydropteroate synthase
SLR2026-AS	chromosome	772211	772274	-	slr2026-as	slr2026-as	NA	NA	SLR2026-AS-RNA
SGL_RS05475	chromosome	772517	773905	+	slr2027	slr2027	SGL_RS05475	RS05475	glycosyltransferase family 39 protein
SLR2027-AS	chromosome	772876	772963	-	slr2027-as	slr2027-as	NA	NA	SLR2027-AS-RNA
SGL_RS05480	chromosome	773827	775626	-	sll1913	sll1913	SGL_RS05480	RS05480	FAD-dependent oxidoreductase
SGL_RS05485	chromosome	775687	776061	-	vapC16	sll1912	SGL_RS05485	RS05485	endoribonuclease VapC16
SGL_RS05490	chromosome	776058	776342	-	vapB16	ssl3615	SGL_RS05490	RS05490	antitoxin VapB16
NCR0330	chromosome	776440	776482	+	ncr0330	ncr0330	NA	NA	NCR0330-RNA
SGL_RS05495	chromosome	776551	776937	-	sll1911	sll1911	SGL_RS05495	RS05495	hypothetical protein
SGL_RS05500	chromosome	777066	779411	-	sll1910	sll1910	SGL_RS05500	RS05500	ribonuclease R
NCL0320	chromosome	779554	779674	-	ncl0320	ncl0320	NA	NA	NCL0320-RNA
NCL0330	chromosome	779738	779828	-	ncl0330	ncl0330	NA	NA	NCL0330-RNA
SGL_RS05505	chromosome	780093	781448	+	slr2030	slr2030	SGL_RS05505	RS05505	TIGR03279 family radical SAM protein
SGL_RS05510	chromosome	781584	783011	+	hltA	slr2031	SGL_RS05510	RS05510	high light tolerant protein A
SLR2031-AS	chromosome	781775	782012	-	slr2031-as	slr2031-as	NA	NA	SLR2031-AS-RNA
SLR2031-AS2	chromosome	782474	782574	-	slr2031-as2	slr2031-as2	NA	NA	SLR2031-AS2-RNA
SGL_RS05515	chromosome	783038	783307	+	ssr1880	ssr1880	SGL_RS05515	RS05515	hypothetical protein
SSR1880-AS	chromosome	783076	783218	-	ssr1880-as	ssr1880-as	NA	NA	SSR1880-AS-RNA
SGL_RS05520	chromosome	783379	784764	+	argH	slr1133	SGL_RS05520	RS05520	argininosuccinate lyase
SGL_RS05525	chromosome	784769	785215	+	slr1134	slr1134	SGL_RS05525	RS05525	NUDIX hydrolase
SGL_RS05530	chromosome	785665	787812	+	slr1135	slr1135	SGL_RS05530	RS05530	KAP family NTPase
SGL_RS05535	chromosome	787809	790397	-	sll1084	sll1084	SGL_RS05535	RS05535	TIGR03960 family B12-binding radical SAM protein
SLL1084-AS	chromosome	789752	789783	+	sll1084-as	sll1084-as	NA	NA	SLL1084-AS-RNA
SGL_RS05540	chromosome	790719	791717	+	ctaCI	slr1136	SGL_RS05540	RS05540	cytochrome c oxidase subunit II
SGL_RS05545	chromosome	791806	793461	+	ctaDI	slr1137	SGL_RS05545	RS05545	cytochrome c oxidase subunit I
SGL_RS05550	chromosome	793509	794210	+	ctaEI	slr1138	SGL_RS05550	RS05550	cytochrome c oxidase subunit III
SLR1138-AS	chromosome	794218	794358	-	slr1138-as	slr1138-as	NA	NA	SLR1138-AS-RNA
SGL_RS05555	chromosome	794362	794691	+	trxB	slr1139	SGL_RS05555	RS05555	thioredoxin B
SGL_RS05560	chromosome	794764	795900	+	slr1140	slr1140	SGL_RS05560	RS05560	DegT/DnrJ/EryC1/StrS family aminotransferase
SGL_RS05565	chromosome	795932	796732	-	sll1082	sll1082	SGL_RS05565	RS05565	ABC transporter ATP-binding protein
SGL_RS05570	chromosome	796789	797631	-	sll1081	sll1081	SGL_RS05570	RS05570	ABC transporter permease
SGL_RS05575	chromosome	797734	798762	-	sll1080	sll1080	SGL_RS05575	RS05575	aliphatic sulfonate ABC transporter substrate-binding protein
SGL_RS05580	chromosome	798846	799535	-	ghaB	sll1079	SGL_RS05580	RS05580 // hypB2	guanidine hydrolase nickel insertion protein GhaB
SGL_RS05585	chromosome	799596	799958	-	ghaA	sll1078	SGL_RS05585	RS05585 // hypA2	guanidine hydrolase nickel insertion protein GhaA
SGL_RS05590	chromosome	800034	801206	-	gdmH	sll1077	SGL_RS05590	RS05590	Ni<sup>2+</sup>-dependent guanidine hydrolase monomer
NCL0350	chromosome	801240	801399	-	ncl0350	ncl0350	NA	NA	NCL0350-RNA
SGL_RS05595	chromosome	801643	802152	+	slr1142	slr1142	SGL_RS05595	RS05595	GAF domain-containing protein
SLR1142-AS	chromosome	802096	802208	-	slr1142-as	slr1142-as	NA	NA	SLR1142-AS-RNA
SGL_RS05600	chromosome	802207	803238	+	cip1	slr1143	SGL_RS05600	RS05600	Cph2-interacting protein 1
SGL_RS05605	chromosome	803466	806354	-	sll1076	sll1076	SGL_RS05605	RS05605	cation-transporting P-type ATPase
SLL1076-AS	chromosome	803781	803807	+	sll1076-as	sll1076-as	NA	NA	SLL1076-AS-RNA
SGL_RS05610	chromosome	806452	806688	-	ssl2100	ssl2100	SGL_RS05610	RS05610	hypothetical protein
SGL_RS05615	chromosome	806716	809325	-	leuS	sll1074	SGL_RS05615	RS05615	leucine--tRNA ligase
SGL_RS05620	chromosome	809450	810658	+	gltS	slr1145	SGL_RS05620	RS05620	sodium/glutamate symporter
SGL_RS18710	chromosome	810922	811245	-	sml0011	sml0011	SGL_RS18710	RS18710	DUF3155 domain-containing protein
NCR0340	chromosome	811282	811301	+	SyR50	ncr0340	NA	NA	SyR50
SGL_RS05630	chromosome	811489	812793	+	hik2	slr1147	SGL_RS05630	RS05630	sensor histidine kinase Hik2
SLR1147-AS2	chromosome	811605	811685	-	slr1147-as2	slr1147-as2	NA	NA	SLR1147-AS2-RNA
SLR1147-AS	chromosome	811914	811993	-	slr1147-as	slr1147-as	NA	NA	SLR1147-AS-RNA
SGL_RS05635	chromosome	813028	813594	+	slr1148	slr1148	SGL_RS05635	RS05635	DUF4269 domain-containing protein
SLR1148-AS	chromosome	813341	813377	-	slr1148-as	slr1148-as	NA	NA	SLR1148-AS-RNA
NCR0350	chromosome	813621	813678	+	ncr0350	ncr0350	NA	NA	NCR0350-RNA
SGL_RS05640	chromosome	813799	815604	+	slr1149	slr1149	SGL_RS05640	RS05640	ABC transporter ATP-binding protein
SGL_RS05645	chromosome	815703	816215	+	slr1150	slr1150	SGL_RS05645	RS05645	hypothetical protein
SGL_RS05650	chromosome	816298	816942	-	sll1072	sll1072	SGL_RS05650	RS05650	Uma2 family endonuclease
SGL_RS05655	chromosome	816983	817810	-	sll1071	sll1071	SGL_RS05655	RS05655	TPM domain-containing protein
SGL_RS05660	chromosome	817967	819979	-	tktA	sll1070	SGL_RS05660	RS05660	transketolase
SLL1070-AS3	chromosome	819539	819681	+	sll1070-as3	sll1070-as3	NA	NA	SLL1070-AS3-RNA
SLL1070-AS	chromosome	819727	819906	+	tktA	sll1070-as	NA	NA	tktA
SLL1070-AS2	chromosome	819989	820094	+	sll1070-as2	sll1070-as2	NA	NA	SLL1070-AS2-RNA
SGL_RS05665	chromosome	820102	821352	-	fabF1	sll1069	SGL_RS05665	RS05665	beta-ketoacyl-ACP synthase II
SGL_RS05670	chromosome	821550	821783	-	acpP	ssl2084	SGL_RS05670	RS05670	acyl carrier protein
SSL2084-AS	chromosome	821796	821866	+	ssl2084-as	ssl2084-as	NA	NA	SSL2084-AS-RNA
NCL0360	chromosome	821841	821891	-	ncl0360	ncl0360	NA	NA	NCL0360-RNA
SGL_RS05675	chromosome	821993	822424	-	sll1068	sll1068	SGL_RS05675	RS05675	hypothetical protein
SGL_RS05680	chromosome	822461	822706	-	sipA	ssl3451	SGL_RS05680	RS05680	NDH-1 assembly factor SipA
SGL_RS05685	chromosome	822894	823367	+	bfrB	slr1890	SGL_RS05685	RS05685	bacterioferritin B
SGL_RS05690	chromosome	823383	823973	-	sll1825	sll1825	SGL_RS05690	RS05690	short chain dehydrogenase
SLL1825-AS	chromosome	823431	823498	+	sll1825-as	sll1825-as	NA	NA	SLL1825-AS-RNA
SGL_RS05695	chromosome	824228	824560	-	rplY	sll1824	SGL_RS05695	RS05695	50S ribosomal protein L25
SGL_RS05700	chromosome	824584	825915	-	purA	sll1823	SGL_RS05700	RS05700	adenylosuccinate synthase
SLL1823-AS	chromosome	825677	825830	+	sll1823-as	sll1823-as	NA	NA	SLL1823-AS-RNA
SGL_RS05705	chromosome	826070	826249	-	ssl3446	ssl3446	SGL_RS05705	RS05705	DUF2949 domain-containing protein
NCL0370	chromosome	826394	826431	-	ncl0370	ncl0370	NA	NA	NCL0370-RNA
SGL_RS05710	chromosome	826637	826882	-	rpmE	ssl3445	SGL_RS05710	RS05710 // rpl31	50S ribosomal protein L31
SGL_RS05715	chromosome	826935	827348	-	rpsI	sll1822	SGL_RS05715	RS05715 // rps9	30S ribosomal protein S9
SGL_RS05720	chromosome	827348	827803	-	rplM	sll1821	SGL_RS05720	RS05720 // rpl13	50S ribosomal protein L13
SGL_RS05725	chromosome	827868	828695	-	truA	sll1820	SGL_RS05725	RS05725	tRNA pseudouridine(38-40) synthase TruA
SGL_RS05730	chromosome	828713	829063	-	rplQ	sll1819	SGL_RS05730	RS05730 // rpl17	50S ribosomal protein L17
SLL1818-AS	chromosome	829112	829170	+	sll1818-as	sll1818-as	NA	NA	SLL1818-AS-RNA
SGL_RS05735	chromosome	829141	830085	-	rpoA	sll1818	SGL_RS05735	RS05735	DNA-directed RNA polymerase subunit alpha
SGL_RS05740	chromosome	830194	830586	-	rpsK	sll1817	SGL_RS05740	RS05740 // rps11	30S ribosomal protein S11
SGL_RS05745	chromosome	830635	831018	-	rpsM	sll1816	SGL_RS05745	RS05745 // rps13	30S ribosomal protein S13
SGL_RS18715	chromosome	831101	831217	-	rpmJ	sml0006	SGL_RS18715	RS18715	50S ribosomal protein L36
SGL_RS05750	chromosome	831355	831582	-	infA	ssl3441	SGL_RS05750	RS05750	translation initiation factor IF-1
SGL_RS05755	chromosome	831702	832259	-	adk	sll1815	SGL_RS05755	RS05755	adenylate kinase
